"Data Source","World Development Indicators",

"Last Updated Date","2016-11-17",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Poland","POL","Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports)","TX.VAL.MRCH.R2.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.78201516991897","4.03091010649009","3.58254397383613","5.5200198508895","6.49029529610354","7.78250133329295","6.66976892923648","5.29178697979202","5.23996009694714","5.42830384595925","5.654145186141","6.11333737485043","6.65810307023147","7.35003104666334","8.23943244770049","8.81488658906083","8.69983454140112","7.31606568352925","7.71787172841408","8.08932759970977","8.69428555170555","8.80918859873632","7.63476614666898","","",
"Poland","POL","Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports)","TX.VAL.MRCH.R1.ZS","0","0","0","0","","","","","","","0.741331634565785","0.963323958357546","0.568862153923586","0.514146411236283","0.53806474564212","0.751382462036999","0.733251760058384","0.67965312904604","0.868925087802953","1.37210674805996","1.2742211020135","0.799118422084069","1.28268275846712","1.49917024557623","1.37150066949067","2.82285967114214","4.08559437918317","3.74231831451143","3.35812754155269","2.94959069375472","1.92488279339281","0.571890051978352","1.87308359744833","2.22625621782332","1.56808728465495","1.12339457197655","1.47439852498383","1.08207279633904","0.585868057465997","0.80643261976498","0.639464465613479","0.83145419965466","0.771974219455435","0.758109781716305","1.1587418088465","1.00658706944255","0.973683184960777","0.997984670158046","1.04825547032372","1.47458593189877","1.34223515098918","1.31120209024373","1.3243155541432","1.43957273214448","1.34037062764381","","",
"Poland","POL","Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports)","TX.VAL.MRCH.OR.ZS","0","0","0","0","","","","","","","8.23216364543489","8.67559742872565","7.53686543355698","6.96841738676186","8.48981318565097","11.1919613941519","11.7408329914275","10.7769374516921","9.70547662284018","11.0868229121483","12.4121229359211","14.3484041751337","17.3632011400833","17.5175750793922","15.8741883964573","16.5560633625705","15.9169069273768","13.1210967844645","13.4841759372242","12.372085701232","10.583962465333","6.00326802648829","12.810709080983","12.5082119194345","9.92799264213764","9.6991395414993","10.6870485982094","11.4576954446326","9.38416724431348","8.57015641039836","8.10145163802512","9.04439748502807","8.4516938741573","8.69710486815565","9.49676826364261","10.2877121507524","10.9671596759497","11.517070417667","11.6840162085493","10.8802882628573","10.9082268115049","11.3167604954539","12.2556088891131","12.4861150548342","11.3701226497902","","",
"Poland","POL","Merchandise exports to high-income economies (% of total merchandise exports)","TX.VAL.MRCH.HI.ZS","0","0","0","0","","","","","","","29.2284795372738","32.1011567635414","31.6025961058412","35.1707550660601","36.6899583681868","33.1937742040267","34.4149053979965","33.8472313266607","33.5959569193403","33.3208294589651","36.2991114007617","31.1843866641743","34.3396646551916","34.7870009169607","36.0936556737742","35.173614660507","33.9513603546223","40.9738070327995","46.739282580703","49.983025371672","65.5585691908535","73.6783419156696","79.3700917097657","84.4696179654286","87.2944630368861","87.5889187178219","86.3908398537746","88.1171263154073","90.2047564107821","91.2276327828252","91.5988235873697","90.5226630641493","91.1901437878186","90.9409882995381","90.1222899105122","89.4064168045625","88.8819439717437","88.1724431948771","87.9799149541638","88.9683099252639","88.9405651627282","88.4818283684177","87.5375870982723","87.2749580778966","88.3423264925157","","",
"Poland","POL","Merchandise exports (current US$)","TX.VAL.MRCH.CD.WT","1326000000","1503500000","1646250000","1770000000","2096500000","2227750000","2272000000","2526500000","2857750000","3141500000","3547600000","3872300000","4927300000","6432300000","8320700000","10289400000","11024200000","10666000000","12238000000","14082000000","17020000000","13290000000","11220000000","11580000000","11760000000","11490000000","12070000000","12210000000","13960000000","13470000000","14320000000","13800000000","14500000000","14140000000","17240000000","22895000000","24440000000","25750000000","28230000000","27359276938","31747232655","35998466024","41132912520","53761883137","75046614518","89437378126.7538","110780247870.497","140146451143.577","170457981828.511","136502777132.018","159723748403.502","188696450731.872","185374027520","204984133590","220152111800","198242575300","",
"Poland","POL","Merchandise exports to economies in the Arab World (% of total merchandise exports)","TX.VAL.MRCH.AL.ZS","0","0","0","0","","","","","","","1.91054974109768","1.34555437615089","1.20692944323352","1.20988429762345","1.54340573230648","2.44398670346748","2.80846861304858","2.34242255248233","1.97343203445659","2.60375873794771","3.43492586975008","4.00320491561092","6.07005277338618","4.85039380956575","5.07827988870408","4.56214958644109","3.60024151688506","3.05774569287711","3.73244981569074","3.77586897928263","3.2886862176061","2.0762772421672","2.77578773610053","2.22988907556563","1.74275937355159","1.51499721250819","1.58065378007252","1.54458906328963","1.18177722044213","1.23039777534984","1.05906967009956","1.19646989376872","1.09054928643166","0.848699738204017","0.837075407878761","0.980440276082443","1.00301063375595","0.998475067261922","1.52605138979649","1.24555198608745","0.842408605217474","0.887212204537478","1.08668134709098","1.30028085087474","1.73975245198915","","",
"Poland","POL","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","8.61914949037122","","","8.26760017503392","8.83349939808502","8.61433827013155","10.048580708673","10.0189531517434","11.3341117576205","8.92275479674952","8.03455347610961","7.25757013700168","5.83935510657156","5.86164221537544","4.60662399719154","4.88436927665067","5.00804293459317","4.05681321559835","4.02447258545433","3.755583814275","4.09342047071288","4.02647529809099","5.23599460883621","4.52124412983651","3.93306979115007","3.64585440435642","4.70315703850396","5.03609590316374","4.85363282376674","4.19127907456523","4.01680374596105","3.61414218462453","",
"Poland","POL","Manufactures exports (% of merchandise exports)","TX.VAL.MANF.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","59.3584088534281","","","59.2789893148537","60.9934578348087","59.4844574593122","58.1881054038557","55.2756493485464","58.4493807039105","66.0857390965096","67.959394895332","71.1459683194139","74.2297155597126","72.9389699223881","77.2000747807254","76.8679366317849","80.1920010948562","80.8083835281408","82.0584300790619","82.4366207222352","80.8007691882505","78.1129913587829","78.7016674904596","79.9926790190901","79.6422950843016","79.5091490603102","79.109922325955","78.0359936722295","76.8434192982653","76.8488587374985","77.7482615796369","78.8600157668928","",
"Poland","POL","Insurance and financial services (% of commercial service exports)","TX.VAL.INSF.ZS.WT","","","","","","","","","","","","","","","","","5.48305084745763","4.93140794223827","4.66582597730139","4.55709711846318","4.81665014866204","5.488761108207","4.66340933767644","4.48241206030151","4.35795736241943","4.1967680608365","4.22828784119107","4.10198555956679","3.96844660194175","4.27366447985005","3.95","3.92731217792243","3.16572386339828","3.58724113306356","3.32081141998497","8.30121274795525","7.556829817735","10.4082548227905","13.9747255788211","8.64742366412214","3.00751879699248","3.66315358641154","3.47990826602852","3.39953480050098","1.80893906384102","1.95937741472569","1.65245202558635","1.76053005205868","2.23084384093113","2.04479376337902","2.59120065557094","2.6564027370479","2.38646612875704","2.39775910364146","2.17843186164463","2.52160720853255","",
"Poland","POL","ICT goods exports (% of total goods exports)","TX.VAL.ICTG.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.0969351114","4.5191467413","4.8600331963","4.3866950598","3.8215103358","3.9804757557","5.0361772469","5.6621894912","6.9529076862","9.3734968005","9.6258235169","7.0435262675","7.0372977887","6.7367018123","7.7376603012","","",
"Poland","POL","Fuel exports (% of merchandise exports)","TX.VAL.FUEL.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","19.3637001942003","","","12.6873083131273","11.4643180965588","10.6840580686008","11.5384978526589","11.7152993570445","9.92453015649689","8.8387086417518","8.94440178564519","8.01797729367365","6.76149881092802","6.59150807160765","5.39263761764218","4.89906737754862","5.08521401081177","5.65086310638675","4.94451742128674","4.22710001084346","5.35033123333122","5.03296081029769","4.37228111962669","3.66568439929105","4.17342098350668","3.03499114572483","4.09959316098988","4.85141214389526","4.92076392389982","4.59366120429312","4.0466338387947","3.25039841547711","",
"Poland","POL","Food exports (% of merchandise exports)","TX.VAL.FOOD.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","8.59256099007278","","","11.4374241069035","10.5500381807018","12.3094052553945","11.9887383649648","14.0914516936976","13.688838693451","11.0163839174402","11.5539287062789","10.4196248441233","10.8024320340645","12.3202983828174","10.5814514144164","8.96908221777134","7.86589601560945","7.94917566508685","7.53228916796479","7.90768573978573","8.38177891269904","9.40218469195754","9.27578282318847","9.46279220281708","9.47003035221294","11.0385164852628","10.7930766745069","10.7534460292561","12.0225259501687","12.8497009483347","12.7578644792128","12.8625357328825","",
"Poland","POL","Agricultural raw materials exports (% of merchandise exports)","TX.VAL.AGRI.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","2.61427190167667","","","2.90275806966054","2.66023608341864","2.3807284874221","2.75822521062927","3.57778523074399","4.07143655499473","3.26466776197317","3.22323407903573","2.78077083612371","2.23704638580142","2.2018504855962","2.01500002022059","1.94029545922943","1.78573211285044","1.43481314140323","1.4081455472204","1.54142278355464","1.3219085867883","1.18670216685147","1.08781785392027","1.032079294867","0.994563224782422","1.00405028715207","1.16767483555198","1.23827585949838","1.2609875973004","1.3610230602324","1.35005098343506","1.28900164084913","",
"Poland","POL","Export volume index (2000 = 100)","TX.QTY.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","111.9047212398","121.5771167328","136.3306128177","164.7120040672","187.0540771162","220.3830219113","245.8598454758","265.7007026065","239.971267648","275.086437506","294.5989071131","306.4185678178","328.8090432187","348.4145266342","","",
"Poland","POL","Net barter terms of trade index (2000 = 100)","TT.PRI.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","102.4055948423","104.3256997455","103.2055888999","105.5648571185","103.3126001319","102.2285602438","102.6455540969","100.7724373766","104.1222488845","101.7811704835","99.3240577327","97.6880939225","98.4712137198","98.6437635964","","",
"Poland","POL","Travel services (% of commercial service imports)","TM.VAL.TRVL.ZS.WT","","","","","","","","","","","","","","","","","14.8601398601399","15.5844155844156","16.5680473372781","15.1368760064412","12.8521997034108","11.5807759119861","7.56646216768916","10.9366236679753","12.1424716675661","9.96749729144095","9.24453280318092","10.0098619329389","10.4409317803661","7.04225352112676","14.8577449947313","4.77621910487642","3.31273176761434","5.2051776370146","8.54244527495996","5.85045662100457","9.36095054592164","10.4991087344029","11.9308535267788","12.5639900541173","37.4026853209974","39.4849785407725","35.7665030005456","28.5383903792784","35.9367945823928","35.7870967741936","36.8370053039576","32.2273502141283","32.563950812126","30.6828111346898","27.7337302999903","25.201048430333","26.3970100669118","25.679019533638","24.2440811416699","24.4329547902625","",
"Poland","POL","Transport services (% of commercial service imports)","TM.VAL.TRAN.ZS.WT","","","","","","","","","","","","","","","","","54.4230769230769","55.0190985485103","54.6482577251808","57.6972624798712","59.8714780029659","64.8581354950782","59.4001363326517","59.4784071789119","58.0086346465192","56.5113759479957","53.7375745526839","56.3214990138067","51.842762063228","60.3635768096954","52.3884791008079","50.938543754175","35.8912237330037","36.8906637290003","36.4388681260011","25.2283105022831","27.1355170199101","28.3422459893048","25.6675412872357","22.2904782799473","17.2853435631276","17.8563361192681","19.8472449536279","21.2395929694727","22.3551542513168","21.6774193548387","21.8839249286006","23.8326888694857","23.8245544814888","22.2485748762119","20.2647163522216","20.7839399535355","21.5564530713123","20.8203545748304","21.5348023402045","21.4815498722802","",
"Poland","POL","Commercial service imports (current US$)","TM.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","1144000000","1309000000","1521000000","1863000000","2023000000","1727000000","1467000000","1783000000","1853000000","1846000000","2012000000","2028000000","2404000000","3053000000","2847000000","2994000000","4045000000","3631000000","3746000000","7008000000","6228000000","5610000000","6479000000","6837000000","8863000000","8854000000","9165000000","10810000000","13290000000","15500000000","19608000000","24051000000","30414000000","24033000000","30901000000","33574000000","33178000000","34351000000","36578000000","32493000000","",
"Poland","POL","Computer, communications and other services (% of commercial service imports)","TM.VAL.OTHR.ZS.WT","","","","","","","","","","","","","","","","","27.6223776223776","26.7379679144385","26.4299802761341","24.9060654857756","25.2595155709342","21.7718587145339","30.5385139740968","27.5939427930454","28.2245008094981","32.0151679306609","35.1888667992048","32.1005917159763","36.1480865224626","31.0841794955781","31.78784685634","42.6519706078824","60.0988875154512","56.8713852933076","45.3283502402563","55.2939497716895","48.6191393705845","42.8342245989305","43.725883624016","51.2359221880942","39.2192259957125","34.5380618929298","38.2978723404255","43.7650323774283","37.6598946576373","37.4774193548387","37.3725010199918","39.6906573531246","38.7486026172158","41.5012690883369","44.8205559690625","46.6313218561982","45.1293025498825","47.9753136735466","48.553775493466","48.6904871818546","",
"Poland","POL","Import value index (2000 = 100)","TM.VAL.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.2506922898","75.7409452042","86.2959308358","95.9738838449","93.5844512967","100","102.3568354893","112.7882451848","139.248731408","182.9451338793","207.3036441746","259.0088087321","337.9832630766","425.8794867842","304.8385808201","363.1507878517","429.5360059522","406.0035936106","423.4371989267","448.4644864098","","",
"Poland","POL","Merchandise imports from low- and middle-income economies within region (% of total merchandise imports)","TM.VAL.MRCH.WR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Poland","POL","Merchandise imports by the reporting economy (current US$)","TM.VAL.MRCH.WL.CD","4290000","7370000","9900000","6710000","","","","","","","3968300000","4441460000","5862380000","8485110000","11537540000","13790540000","15254090000","16471590000","17697900000","19342380000","21131950000","17023040000","11358740000","11749860000","11863070000","12636437166.8","12329276300","11928112900","13840460000","11357228267.64","8975983210.526","17084332773.63","15204165900","18834931000","21569228000","29049742000","37136811000","42317910000","47054067000","45911466200","48940164000","50275126530","55112275400","68003895400","88155712066","101413016200","127209527700","166142758300","209409427700","149715505000","170671742000","202647434100","190158000000","197686000000","210891000000","","",
"Poland","POL","Merchandise imports by the reporting economy, residual (% of total merchandise imports)","TM.VAL.MRCH.RS.ZS","100","100","100","100","","","","","","","64.4795000377996","62.8302405065001","57.046455535124","47.4686833759374","43.9366624081043","43.87812224902","44.1335405782974","49.6927740430645","48.6118127009419","49.7211304916975","50.1833952853381","59.058076583266","55.7541593521817","56.1933503888557","56.7132285319062","55.6918721847777","54.5457067905924","49.4579959919729","42.7972047171843","34.770106723659","27.5410460971588","22.9326131292779","4.41069575543108","2.37971670827996","2.75341797119489","2.74780753646624","2.71586593690018","0.213940149690757","0.174890302255913","0.108213490250066","0.127923559880183","0.129905664108132","0.194236582001113","0.240245355121219","0.143530724254453","0.127663001112869","0.530280248811898","1.13546056373617","0.694705112362045","0.423041020367263","0.274358012939248","0.257174684848378","0.294670694895823","0.353329674332022","0.352160215466758","","",
