,ID,task,block,trial,fiksacja3,fiksacja3_dur,fiksacja,fiksacja_dur,stimulus_type,stimulus,duration_type,duration,maska,maska_dur,fiksacja2,fiksacja2_dur,beh_response,response_dur,button,accuracy,accuracy_RT,pas_response,pas_response_dur,PAS,PAS_RT
3366,dc1_18,high,2,2,9.0651,2.0102,11.0753,1.7399,sc3,12.8152,dur3,0.0823,12.8975,0.2468,13.1443,2.0103,15.1663,1.5165,54.0,0.0,411.7,16.6946,1.4107,1.0,268.1
3367,dc1_18,high,2,3,18.1171,3.0094,21.1265,1.7399,sc7,22.8664,dur2,0.047,22.9134,0.2469,23.1603,2.0103,25.1823,1.5165,44.0,1.0,302.8,26.7106,1.4459,1.0,291.4
3368,dc1_18,high,2,4,28.1683,2.0102,30.1785,1.7399,mn3,31.9184,dur1,0.0117,31.9301,0.2469,32.177,2.0103,34.199,1.5165,54.0,0.0,328.0,35.7273,1.4812,1.0,266.9
3369,dc1_18,high,2,5,37.2203,2.0102,39.2305,1.7399,mc1,40.9704,dur2,0.047,41.0174,0.2469,41.2643,2.0102,43.2863,1.5165,41.0,1.0,295.7,44.8145,1.446,1.0,295.5
3370,dc1_18,high,2,7,56.3235,3.0095,59.333,1.7398,sn1,61.0728,dur2,0.0471,61.1199,0.2468,61.3667,2.0103,63.3887,1.5165,54.0,0.0,370.2,64.917,1.446,1.0,305.4
3371,dc1_18,high,2,8,66.3747,1.011,67.3857,1.7399,sc1,69.1256,dur3,0.0823,69.2079,0.2468,69.4547,2.0103,71.4767,1.5165,54.0,0.0,316.0,73.005,1.4107,1.0,254.5
3372,dc1_18,high,2,9,74.4275,3.0095,77.437,1.7398,mc1,79.1768,dur4,0.1528,79.3296,0.2469,79.5765,4.0088,83.597,1.5165,41.0,1.0,419.2,85.1253,1.3401,3.0,365.2
3373,dc1_18,high,2,10,86.4654,1.011,87.4764,1.7399,mn7,89.2163,dur2,0.047,89.2633,0.2469,89.5102,2.0102,91.5322,1.5165,44.0,1.0,455.7,93.0604,1.3402,1.0,271.6
3374,dc1_18,high,2,11,94.4006,1.011,95.4116,1.7399,sc1,97.1515,dur2,0.047,97.1985,0.2469,97.4454,6.0072,103.4644,1.5165,54.0,0.0,376.3,104.9926,1.3402,1.0,304.6
3375,dc1_18,high,2,12,106.3328,1.011,107.3438,1.7398,mn9,109.0836,dur2,0.0471,109.1307,0.2468,109.3775,2.0103,111.3995,1.5165,44.0,1.0,317.7,112.9278,1.3402,1.0,258.6
3376,dc1_18,high,2,13,114.268,3.0094,117.2774,1.7399,mc3,119.0173,dur3,0.0823,119.0996,0.2469,119.3465,2.0102,121.3685,1.5165,41.0,1.0,398.0,122.8967,1.3402,3.0,322.9
3377,dc1_18,high,2,14,124.2369,1.011,125.2479,1.7399,mn7,126.9878,dur3,0.0822,127.07,0.2469,127.3169,2.0103,129.3389,1.5165,44.0,1.0,282.6,130.8672,1.3402,2.0,235.6
3378,dc1_18,high,2,15,132.2074,1.011,133.2184,1.7398,sc3,134.9582,dur1,0.0118,134.97,0.2468,135.2168,4.0088,139.2373,1.5165,54.0,0.0,300.2,140.7656,1.3402,1.0,233.2
3379,dc1_18,high,2,16,142.1058,2.0102,144.116,1.7399,sc3,145.8559,dur4,0.1528,146.0087,0.2469,146.2556,2.0102,148.2776,1.5165,41.0,1.0,353.0,149.8058,1.3402,3.0,414.1
3380,dc1_18,high,2,17,151.146,3.0095,154.1555,1.7398,mc7,155.8953,dur2,0.0471,155.9424,0.2468,156.1892,6.0073,162.2082,1.5165,51.0,0.0,358.2,163.7365,1.3401,2.0,283.9
3381,dc1_18,high,2,18,165.0766,3.0095,168.0861,1.7399,sc9,169.826,dur3,0.0823,169.9083,0.2469,170.1552,4.0087,174.1756,1.5165,51.0,0.0,349.9,175.7039,1.3402,2.0,279.2
3382,dc1_18,high,2,20,189.9402,1.011,190.9512,1.7399,mn3,192.6911,dur4,0.1528,192.8439,0.2469,193.0908,2.0102,195.1128,1.5165,41.0,1.0,359.8,196.641,1.3402,3.0,278.3
3383,dc1_18,high,2,21,197.9812,2.0102,199.9914,1.7399,mc9,201.7313,dur1,0.0118,201.7431,0.2468,201.9899,2.0103,204.0119,1.5165,51.0,0.0,375.6,205.5402,1.3402,1.0,215.8
3384,dc1_18,high,2,22,206.8804,2.0102,208.8906,1.7399,sc3,210.6305,dur2,0.047,210.6775,0.2469,210.9244,2.0102,212.9464,1.5165,41.0,1.0,400.3,214.4746,1.3402,1.0,254.6
3385,dc1_18,high,2,24,224.7139,3.0095,227.7234,1.7399,sn3,229.4633,dur3,0.0823,229.5456,0.2469,229.7925,2.0102,231.8145,1.5165,41.0,1.0,390.6,233.3427,1.3402,3.0,285.2
3386,dc1_18,high,2,26,242.5828,3.0095,245.5923,1.7398,mc9,247.3321,dur4,0.1529,247.485,0.2469,247.7319,2.0102,249.7539,1.5165,44.0,1.0,475.0,251.2821,1.3402,4.0,317.9
3387,dc1_18,high,2,27,252.6223,2.0102,254.6325,1.7399,mc9,256.3724,dur3,0.0823,256.4547,0.2468,256.7015,2.0103,258.7235,1.5165,44.0,1.0,506.7,260.2518,1.3402,4.0,284.6
3388,dc1_18,high,2,28,261.592,3.0095,264.6015,1.7398,sc9,266.3413,dur2,0.047,266.3883,0.2469,266.6352,2.0102,268.6572,1.5165,44.0,1.0,361.7,270.1855,1.3401,1.0,597.5
3389,dc1_18,high,2,29,271.5256,1.011,272.5366,1.7399,sc9,274.2765,dur4,0.1528,274.4293,0.2469,274.6762,2.0102,276.6982,1.5165,44.0,1.0,462.6,278.2265,1.3401,4.0,337.2
3390,dc1_18,high,2,30,279.5666,2.0103,281.5769,1.7398,sn9,283.3167,dur3,0.0823,283.399,0.2469,283.6459,4.0087,287.6664,1.5165,44.0,1.0,429.2,289.1946,1.3402,4.0,300.1
3391,dc1_18,high,2,31,290.5348,3.0095,293.5443,1.7399,sn1,295.2842,dur4,0.1528,295.437,0.2469,295.6839,2.0102,297.7059,1.5165,41.0,1.0,411.4,299.2341,1.3402,4.0,378.2
3392,dc1_18,high,2,32,300.5743,3.0095,303.5838,1.7398,mc1,305.3236,dur3,0.0823,305.4059,0.2469,305.6528,2.0103,307.6748,1.5165,41.0,1.0,556.3,309.2031,1.3401,1.0,294.1
3393,dc1_18,high,2,33,310.5432,2.0103,312.5535,1.7398,mn1,314.2933,dur4,0.1529,314.4462,0.2468,314.693,2.0103,316.715,1.5165,41.0,1.0,444.7,318.2433,1.3402,1.0,347.8
3394,dc1_18,high,2,35,329.4819,3.0095,332.4914,1.7398,mc3,334.2312,dur4,0.1528,334.384,0.2469,334.6309,4.0088,338.6514,1.5165,41.0,1.0,387.1,340.1797,1.3401,4.0,347.0
3395,dc1_18,high,2,36,341.5198,2.0103,343.5301,1.7398,sc7,345.2699,dur4,0.1529,345.4228,0.2468,345.6696,2.0103,347.6916,1.5165,44.0,1.0,407.2,349.2199,1.3402,4.0,279.1
3396,dc1_18,high,2,37,350.5601,2.0102,352.5703,1.7399,sn3,354.3102,dur1,0.0117,354.3219,0.2469,354.5688,4.0087,358.5893,1.5165,41.0,1.0,415.1,360.1175,1.3402,1.0,508.0
3397,dc1_18,high,2,39,370.3569,3.0095,373.3664,1.7398,mn3,375.1062,dur2,0.047,375.1532,0.2469,375.4001,4.0088,379.4206,1.5165,41.0,1.0,461.4,380.9489,1.3401,1.0,450.9
3398,dc1_18,high,2,40,382.289,3.0095,385.2985,1.7399,mn9,387.0384,dur3,0.0823,387.1207,0.2469,387.3676,2.0102,389.3896,1.5165,44.0,1.0,391.5,390.9178,1.3402,1.0,306.3
3399,dc1_18,high,2,41,392.258,3.0095,395.2675,1.7398,sn7,397.0073,dur4,0.1529,397.1602,0.2468,397.407,2.0103,399.429,1.5165,44.0,1.0,522.1,400.9573,1.3401,4.0,552.1
3400,dc1_18,high,2,42,402.2974,1.011,403.3084,1.7399,mc7,405.0483,dur4,0.1528,405.2011,0.2469,405.448,2.0103,407.47,1.5165,44.0,1.0,383.0,408.9983,1.3401,4.0,349.4
3401,dc1_18,high,2,43,410.3384,2.0103,412.3487,1.7398,sn9,414.0885,dur4,0.1529,414.2414,0.2468,414.4882,2.0103,416.5102,1.5165,44.0,1.0,313.6,418.0385,1.3402,4.0,278.0
3402,dc1_18,high,2,44,419.3787,2.0102,421.3889,1.7399,sc1,423.1288,dur4,0.1528,423.2816,0.2469,423.5285,4.0087,427.549,1.5165,54.0,0.0,306.4,429.0772,1.3402,2.0,282.1
3403,dc1_18,high,2,45,430.4174,1.011,431.4284,1.7399,sc9,433.1683,dur1,0.0117,433.18,0.2469,433.4269,2.0102,435.4489,1.5165,44.0,1.0,429.3,436.9771,1.3402,1.0,233.3
3404,dc1_18,high,2,46,438.3173,3.0095,441.3268,1.7399,sn3,443.0667,dur4,0.1528,443.2195,0.2469,443.4664,6.0072,449.4853,1.5165,41.0,1.0,294.6,451.0136,1.3402,3.0,637.1
3405,dc1_18,high,2,47,452.3538,2.0102,454.364,1.7399,mc9,456.1039,dur2,0.047,456.1509,0.2469,456.3978,2.0102,458.4198,1.5165,44.0,1.0,328.7,459.948,1.3402,1.0,294.5
3406,dc1_18,high,2,48,461.2882,1.011,462.2992,1.7398,mn9,464.039,dur4,0.1529,464.1919,0.2468,464.4387,4.0088,468.4592,1.5165,44.0,1.0,319.6,469.9875,1.3402,3.0,424.7
3407,dc1_18,high,2,50,480.2268,2.0103,482.2371,1.7398,mc3,483.9769,dur2,0.0471,484.024,0.2468,484.2708,2.0103,486.2928,1.5165,54.0,0.0,428.3,487.8211,1.3401,1.0,244.9
3408,dc1_18,high,2,51,489.1612,1.0111,490.1723,1.7398,sn7,491.9121,dur2,0.047,491.9591,0.2469,492.206,2.0103,494.228,1.5165,44.0,1.0,305.8,495.7563,1.3401,1.0,242.8
3409,dc1_18,high,2,52,497.0964,3.0095,500.1059,1.7399,mn9,501.8458,dur1,0.0117,501.8575,0.2469,502.1044,2.0103,504.1264,1.5165,44.0,1.0,377.7,505.6547,1.3401,1.0,284.5
3410,dc1_18,high,2,54,514.8947,3.0095,517.9042,1.7399,mn7,519.6441,dur4,0.1528,519.7969,0.2469,520.0438,4.0087,524.0643,1.5165,44.0,1.0,302.5,525.5925,1.3402,3.0,302.9
3411,dc1_18,high,2,55,526.9327,2.0103,528.943,1.7398,sn7,530.6828,dur3,0.0823,530.7651,0.2469,531.012,2.0102,533.034,1.5165,44.0,1.0,370.7,534.5622,1.3402,3.0,361.9
3412,dc1_18,high,2,57,545.8008,2.0103,547.8111,1.7398,mn3,549.5509,dur3,0.0823,549.6332,0.2469,549.8801,6.0072,555.8991,1.5165,41.0,1.0,349.1,557.4273,1.3402,2.0,318.2
3413,dc1_18,high,2,58,558.7675,2.0102,560.7777,1.7399,mc1,562.5176,dur1,0.0118,562.5294,0.2468,562.7762,2.0103,564.7982,1.5165,54.0,0.0,352.5,566.3265,1.3402,1.0,416.1
3414,dc1_18,high,2,59,567.6667,1.011,568.6777,1.7398,sn9,570.4175,dur2,0.047,570.4645,0.2469,570.7114,2.0102,572.7334,1.5165,51.0,0.0,358.8,574.2617,1.3401,1.0,275.7
3415,dc1_18,high,2,60,575.6018,2.0103,577.6121,1.7398,sc1,579.3519,dur1,0.0118,579.3637,0.2469,579.6106,6.0072,585.6296,1.5165,41.0,1.0,373.5,587.1578,1.3402,1.0,302.9
3416,dc1_18,high,2,61,588.498,1.011,589.509,1.7398,mn1,591.2488,dur2,0.0471,591.2959,0.2468,591.5427,2.0103,593.5647,1.5165,41.0,1.0,333.0,595.093,1.3402,1.0,241.4
3417,dc1_18,high,2,63,606.3316,1.011,607.3426,1.7398,sc7,609.0824,dur1,0.0118,609.0942,0.2469,609.3411,6.0072,615.36,1.5165,44.0,1.0,395.8,616.8883,1.3402,1.0,219.4
3418,dc1_18,high,2,68,654.8243,1.0111,655.8354,1.7398,mc3,657.5752,dur1,0.0118,657.587,0.2468,657.8338,2.0103,659.8558,1.5165,54.0,0.0,439.1,661.3841,1.3402,1.0,316.7
3419,dc1_18,high,2,69,662.7243,1.011,663.7353,1.7398,sn9,665.4751,dur1,0.0118,665.4869,0.2469,665.7338,2.0102,667.7558,1.5165,51.0,0.0,617.9,669.284,1.3402,1.0,457.6
3420,dc1_18,high,2,70,670.6242,1.011,671.6352,1.7398,mn1,673.375,dur1,0.0118,673.3868,0.2469,673.6337,6.0072,679.6527,1.5165,41.0,1.0,518.6,681.1809,1.3402,1.0,312.9
3421,dc1_18,high,2,72,691.4202,1.011,692.4312,1.7399,sn1,694.1711,dur3,0.0823,694.2534,0.2469,694.5003,2.0102,696.5223,1.5165,41.0,1.0,330.1,698.0505,1.3402,1.0,333.0
3422,dc1_18,high,2,73,699.3907,1.011,700.4017,1.7398,mn1,702.1415,dur3,0.0823,702.2238,0.2469,702.4707,2.0103,704.4927,1.5165,54.0,0.0,306.5,706.021,1.3401,1.0,238.8
3423,dc1_18,high,2,74,707.3611,2.0103,709.3714,1.7398,mc7,711.1112,dur1,0.0118,711.123,0.2469,711.3699,2.0102,713.3919,1.5165,44.0,1.0,363.9,714.9201,1.3402,1.0,283.5
3424,dc1_18,high,2,75,716.2603,3.0094,719.2697,1.7399,mc7,721.0096,dur3,0.0823,721.0919,0.2469,721.3388,6.0072,727.3578,1.5165,44.0,1.0,365.7,728.886,1.3402,2.0,266.1
3425,dc1_18,high,2,76,730.2262,2.0103,732.2365,1.7398,sc7,733.9763,dur3,0.0823,734.0586,0.2469,734.3055,2.0102,736.3275,1.5165,44.0,1.0,325.5,737.8557,1.3402,1.0,276.0
3426,dc1_18,high,2,77,739.1959,3.0095,742.2054,1.7399,sn3,743.9453,dur2,0.047,743.9923,0.2469,744.2392,4.0087,748.2597,1.5165,54.0,0.0,326.6,749.7879,1.3402,2.0,258.4
3427,dc1_18,high,2,78,751.1281,1.011,752.1391,1.7398,sn7,753.8789,dur1,0.0118,753.8907,0.2469,754.1376,2.0102,756.1596,1.5165,44.0,1.0,404.7,757.6878,1.3402,1.0,243.6
3428,dc1_18,high,2,79,759.028,1.011,760.039,1.7399,mn7,761.7789,dur1,0.0117,761.7906,0.2469,762.0375,2.0102,764.0595,1.5165,44.0,1.0,343.0,765.5877,1.3402,1.0,355.7
3429,dc1_19,low,1,1,0.0033,1.011,1.0143,1.7398,mn3,2.7541,dur1,0.0118,2.7659,0.2469,3.0128,6.0072,9.0317,1.5165,54.0,0.0,565.8,10.56,1.4812,1.0,845.8
3430,dc1_19,low,1,2,12.053,3.0095,15.0625,1.7398,mn7,16.8023,dur2,0.0471,16.8494,0.2468,17.0962,2.0103,19.1182,1.5165,41.0,1.0,600.6,20.6465,1.446,2.0,300.6
3431,dc1_19,low,1,4,31.1562,2.0102,33.1664,1.7399,mc3,34.9063,dur1,0.0118,34.9181,0.2468,35.1649,2.0103,37.1869,1.5165,44.0,1.0,402.3,38.7152,1.4812,1.0,363.8
3432,dc1_19,low,1,5,40.2082,2.0102,42.2184,1.7399,mc7,43.9583,dur2,0.047,44.0053,0.2469,44.2522,2.0102,46.2742,1.5165,44.0,1.0,548.6,47.8024,1.446,3.0,389.4
3433,dc1_19,low,1,6,49.2602,1.011,50.2712,1.7398,mn3,52.011,dur2,0.0471,52.0581,0.2468,52.3049,6.0073,58.3239,1.5165,41.0,1.0,389.3,59.8522,1.4459,3.0,1013.7
3434,dc1_19,low,1,7,61.3099,1.011,62.3209,1.7399,mc3,64.0608,dur3,0.0822,64.143,0.2469,64.3899,2.0103,66.4119,1.5165,44.0,1.0,522.5,67.9402,1.4107,4.0,492.2
3435,dc1_19,low,1,8,69.3626,2.0103,71.3729,1.7398,sn1,73.1127,dur1,0.0118,73.1245,0.2469,73.3714,4.0087,77.3919,1.5165,41.0,1.0,249.4,78.9201,1.4812,1.0,211.9
3436,dc1_19,low,1,11,99.5163,3.0095,102.5258,1.7399,mn7,104.2657,dur1,0.0117,104.2774,0.2469,104.5243,2.0102,106.5463,1.5165,41.0,1.0,676.7,108.0746,1.4812,2.0,641.3
3437,dc1_19,low,1,12,109.5676,1.011,110.5786,1.7398,sn1,112.3184,dur2,0.047,112.3654,0.2469,112.6123,6.0072,118.6313,1.5165,54.0,0.0,467.2,120.1596,1.4459,2.0,253.6
3438,dc1_19,low,1,13,121.6173,1.011,122.6283,1.7398,mn1,124.3681,dur1,0.0118,124.3799,0.2469,124.6268,2.0102,126.6488,1.5165,54.0,0.0,560.1,128.177,1.4813,1.0,1208.3
3439,dc1_19,low,1,14,129.67,2.0103,131.6803,1.7398,mn9,133.4201,dur1,0.0118,133.4319,0.2468,133.6787,6.0073,139.6977,1.5165,54.0,0.0,447.1,141.226,1.4812,1.0,520.3
3440,dc1_19,low,1,15,142.719,2.0102,144.7292,1.7399,mc7,146.4691,dur4,0.1528,146.6219,0.2469,146.8688,2.0102,148.8908,1.5165,44.0,1.0,415.6,150.419,1.3402,4.0,255.2
3441,dc1_19,low,1,16,151.7592,1.011,152.7702,1.7399,mn1,154.5101,dur2,0.047,154.5571,0.2469,154.804,4.0087,158.8245,1.5165,54.0,0.0,374.9,160.3527,1.3402,1.0,383.7
3442,dc1_19,low,1,17,161.6929,3.0095,164.7024,1.7398,sc9,166.4422,dur1,0.0118,166.454,0.2469,166.7009,2.0102,168.7229,1.5165,44.0,1.0,514.8,170.2511,1.3402,2.0,487.8
3443,dc1_19,low,1,19,180.4904,1.011,181.5014,1.7399,mn7,183.2413,dur3,0.0823,183.3236,0.2469,183.5705,2.0102,185.5925,1.5165,54.0,0.0,429.2,187.1207,1.3402,3.0,501.8
3444,dc1_19,low,1,20,188.4609,1.011,189.4719,1.7399,mc9,191.2118,dur4,0.1528,191.3646,0.2469,191.6115,2.0102,193.6335,1.5165,44.0,1.0,429.2,195.1617,1.3402,4.0,311.5
3445,dc1_19,low,1,21,196.5019,2.0102,198.5121,1.7399,sc1,200.252,dur1,0.0117,200.2637,0.2469,200.5106,2.0103,202.5326,1.5165,51.0,0.0,680.6,204.0609,1.3401,1.0,283.8
3446,dc1_19,low,1,22,205.401,1.011,206.412,1.7399,sn9,208.1519,dur1,0.0118,208.1637,0.2468,208.4105,2.0103,210.4325,1.5165,54.0,0.0,523.8,211.9608,1.3519,1.0,276.8
3447,dc1_19,low,1,24,227.2081,3.0095,230.2176,1.7399,sc7,231.9575,dur2,0.047,232.0045,0.2468,232.2513,2.0103,234.2733,1.5166,51.0,0.0,411.5,235.8016,1.3402,2.0,590.1
3448,dc1_19,low,1,25,237.1418,2.0102,239.152,1.7399,sn1,240.8919,dur4,0.1528,241.0447,0.2469,241.2916,2.0102,243.3136,1.5165,41.0,1.0,345.5,244.8418,1.3402,4.0,376.1
3449,dc1_19,low,1,26,246.182,3.0095,249.1915,1.7399,mn7,250.9314,dur4,0.1528,251.0842,0.2468,251.331,2.0103,253.3531,1.5165,41.0,1.0,662.9,254.8813,1.3402,3.0,775.3
3450,dc1_19,low,1,29,277.0175,3.0095,280.027,1.7399,sc9,281.7669,dur2,0.047,281.8139,0.2469,282.0608,2.0102,284.0828,1.5165,44.0,1.0,561.9,285.611,1.3402,2.0,341.2
3451,dc1_19,low,1,30,286.9512,2.0103,288.9615,1.7398,sn7,290.7013,dur2,0.047,290.7483,0.2469,290.9952,2.0102,293.0172,1.5165,54.0,0.0,446.5,294.5455,1.3401,1.0,840.0
3452,dc1_19,low,1,32,303.7855,3.0095,306.795,1.7399,sn3,308.5349,dur4,0.1528,308.6877,0.2469,308.9346,2.0102,310.9566,1.5165,41.0,1.0,280.1,312.4849,1.3401,4.0,423.4
3453,dc1_19,low,1,33,313.825,3.0095,316.8345,1.7399,mc1,318.5744,dur2,0.047,318.6214,0.2469,318.8683,2.0102,320.8903,1.5165,44.0,1.0,463.1,322.4185,1.3402,3.0,549.3
3454,dc1_19,low,1,35,333.6571,2.0102,335.6673,1.7399,mn9,337.4072,dur2,0.047,337.4542,0.2469,337.7011,2.0102,339.7231,1.5165,41.0,1.0,672.2,341.2514,1.3401,2.0,1130.4
3455,dc1_19,low,1,36,342.5915,1.011,343.6025,1.7399,mn3,345.3424,dur4,0.1528,345.4952,0.2469,345.7421,2.0102,347.7641,1.5165,41.0,1.0,459.3,349.2923,1.3402,3.0,451.1
3456,dc1_19,low,1,37,350.6325,3.0095,353.642,1.7399,sn7,355.3819,dur1,0.0117,355.3936,0.2469,355.6405,6.0072,361.6595,1.5165,41.0,1.0,262.1,363.1877,1.3402,1.0,228.0
3457,dc1_19,low,1,38,364.5279,2.0102,366.5381,1.7399,sc3,368.278,dur1,0.0118,368.2898,0.2468,368.5366,2.0103,370.5586,1.5165,44.0,1.0,491.6,372.0869,1.3401,1.0,488.3
3458,dc1_19,low,1,39,373.427,2.0103,375.4373,1.7399,sn7,377.1772,dur3,0.0822,377.2594,0.2469,377.5063,4.0088,381.5268,1.5165,41.0,1.0,353.6,383.0551,1.3401,3.0,294.5
3459,dc1_19,low,1,40,384.3952,3.0095,387.4047,1.7399,mn9,389.1446,dur3,0.0823,389.2269,0.2468,389.4737,2.0103,391.4958,1.5165,41.0,1.0,324.5,393.024,1.3402,2.0,915.5
3460,dc1_19,low,1,41,394.3642,1.011,395.3752,1.7398,mc9,397.115,dur2,0.0471,397.1621,0.2468,397.4089,2.0103,399.4309,1.5165,44.0,1.0,375.4,400.9592,1.3402,4.0,340.4
3461,dc1_19,low,1,42,402.2994,3.0094,405.3088,1.7399,sn9,407.0487,dur2,0.047,407.0957,0.2469,407.3426,2.0102,409.3646,1.5165,41.0,1.0,498.6,410.8929,1.3401,3.0,771.6
3462,dc1_19,low,1,44,422.1314,2.0103,424.1417,1.7398,mc1,425.8815,dur4,0.1529,426.0344,0.2468,426.2812,6.0073,432.3002,1.5165,44.0,1.0,379.8,433.8285,1.3401,4.0,544.8
3463,dc1_19,low,1,47,452.967,2.0102,454.9772,1.7399,sn9,456.7171,dur3,0.0823,456.7994,0.2468,457.0462,6.0073,463.0652,1.5165,41.0,1.0,257.1,464.5935,1.3401,4.0,284.4
3464,dc1_19,low,1,48,465.9336,2.0103,467.9439,1.7398,mc3,469.6837,dur2,0.0471,469.7308,0.2468,469.9776,2.0103,471.9996,1.5165,44.0,1.0,510.9,473.5279,1.3402,3.0,730.1
3465,dc1_19,low,1,49,474.8681,3.0095,477.8776,1.7398,sc1,479.6174,dur4,0.1528,479.7702,0.2469,480.0171,4.0088,484.0376,1.5165,44.0,1.0,474.2,485.5659,1.3401,3.0,249.6
3466,dc1_19,low,1,50,486.906,3.0095,489.9155,1.7399,mn3,491.6554,dur3,0.0823,491.7377,0.2468,491.9845,2.0103,494.0065,1.5165,41.0,1.0,484.6,495.5348,1.3402,3.0,263.4
3467,dc1_19,low,1,51,496.875,3.0095,499.8845,1.7398,sn3,501.6243,dur2,0.047,501.6713,0.2469,501.9182,2.0103,503.9402,1.5165,41.0,1.0,507.7,505.4685,1.3401,3.0,274.7
3468,dc1_19,low,1,52,506.8086,2.0103,508.8189,1.7398,sc3,510.5587,dur2,0.0471,510.6058,0.2468,510.8526,2.0103,512.8746,1.5166,44.0,1.0,411.1,514.4029,1.3402,1.0,251.2
3469,dc1_19,low,1,53,515.7431,3.0095,518.7526,1.7398,mc9,520.4924,dur3,0.0823,520.5747,0.2469,520.8216,4.0087,524.8421,1.5165,44.0,1.0,347.6,526.3703,1.3402,4.0,360.4
3470,dc1_19,low,1,54,527.7105,2.0102,529.7207,1.7399,sn9,531.4606,dur4,0.1528,531.6134,0.2469,531.8603,2.0103,533.8823,1.5165,41.0,1.0,582.2,535.4106,1.3401,4.0,304.4
3471,dc1_19,low,1,56,544.7212,2.0102,546.7314,1.7399,mc7,548.4713,dur3,0.0823,548.5536,0.2469,548.8005,2.0102,550.8224,1.5166,44.0,1.0,301.8,552.3507,1.3402,4.0,307.7
3472,dc1_19,low,1,57,553.6909,1.011,554.7019,1.7398,mn9,556.4417,dur4,0.1529,556.5946,0.2468,556.8414,4.0088,560.8619,1.5165,41.0,1.0,339.7,562.3902,1.3401,4.0,325.3
3473,dc1_19,low,1,58,563.7303,1.011,564.7413,1.7399,mc3,566.4812,dur4,0.1528,566.634,0.2469,566.8809,2.0103,568.9029,1.5165,44.0,1.0,362.2,570.4312,1.3401,4.0,266.5
3474,dc1_19,low,1,60,581.6697,3.0095,584.6792,1.7399,mn1,586.4191,dur4,0.1528,586.5719,0.2469,586.8188,6.0072,592.8378,1.5165,41.0,1.0,471.6,594.366,1.3402,2.0,759.8
3475,dc1_19,low,1,61,595.7062,2.0102,597.7164,1.7399,sc3,599.4563,dur4,0.1528,599.6091,0.2469,599.856,2.0102,601.878,1.5165,44.0,1.0,277.7,603.4063,1.3401,4.0,238.3
3476,dc1_19,low,1,62,604.7464,3.0095,607.7559,1.7399,sc7,609.4958,dur4,0.1528,609.6486,0.2469,609.8955,2.0102,611.9175,1.5165,44.0,1.0,342.5,613.4457,1.3402,4.0,183.8
3477,dc1_19,low,1,63,614.7859,1.011,615.7969,1.7399,sn3,617.5368,dur1,0.0117,617.5485,0.2469,617.7954,2.0102,619.8174,1.5165,41.0,1.0,446.1,621.3456,1.3402,1.0,271.4
3478,dc1_19,low,1,64,622.6858,3.0095,625.6953,1.7399,sc1,627.4352,dur2,0.047,627.4822,0.2469,627.7291,2.0102,629.7511,1.5165,44.0,1.0,269.1,631.2793,1.3402,2.0,1097.2
3479,dc1_19,low,1,65,632.6195,2.0102,634.6297,1.7399,sc3,636.3696,dur3,0.0823,636.4519,0.2469,636.6988,2.0102,638.7208,1.5165,44.0,1.0,450.6,640.249,1.3402,3.0,734.0
3480,dc1_19,low,1,66,641.5892,1.011,642.6002,1.7398,mn1,644.34,dur3,0.0823,644.4223,0.2469,644.6692,2.0102,646.6912,1.5165,41.0,1.0,716.1,648.2195,1.3401,1.0,252.3
3481,dc1_19,low,1,68,657.4595,3.0095,660.469,1.7399,sn7,662.2089,dur4,0.1528,662.3617,0.2469,662.6086,2.0102,664.6306,1.5165,41.0,1.0,454.6,666.1589,1.3401,3.0,328.9
3482,dc1_19,low,1,69,667.499,1.011,668.51,1.7399,sc1,670.2499,dur3,0.0823,670.3322,0.2468,670.579,4.0088,674.5995,1.5165,44.0,1.0,322.6,676.1278,1.3402,2.0,457.7
3483,dc1_19,low,1,71,685.3679,2.0102,687.3781,1.7399,mc9,689.118,dur1,0.0117,689.1297,0.2469,689.3766,2.0103,691.3986,1.5165,44.0,1.0,285.5,692.9269,1.3401,1.0,238.4
3484,dc1_19,low,1,75,723.1041,2.0102,725.1143,1.7399,sn1,726.8542,dur3,0.0823,726.9365,0.2468,727.1833,2.0103,729.2053,1.5165,41.0,1.0,525.6,730.7336,1.3402,3.0,272.5
3485,dc1_19,low,1,77,739.9737,3.0095,742.9832,1.7398,sn3,744.723,dur3,0.0823,744.8053,0.2469,745.0522,2.0102,747.0742,1.5165,41.0,1.0,383.1,748.6025,1.3401,3.0,217.5
3486,dc1_19,low,1,78,749.9426,2.0103,751.9529,1.7398,sc7,753.6927,dur1,0.0118,753.7045,0.2469,753.9514,2.0102,755.9734,1.5165,51.0,0.0,287.4,757.5016,1.3402,1.0,277.5
3487,dc1_19,low,1,79,758.8418,3.0095,761.8513,1.7398,sc9,763.5911,dur3,0.0823,763.6734,0.2469,763.9203,2.0102,765.9423,1.5165,44.0,1.0,222.9,767.4706,1.3401,2.0,236.8
3488,dc1_19,low,1,80,768.8107,2.0103,770.821,1.7398,mc1,772.5608,dur3,0.0823,772.6431,0.2469,772.89,2.0102,774.912,1.5165,44.0,1.0,370.3,776.4402,2.0142,2.0,655.4
3489,dc1_19,low,2,1,0.0064,2.022,2.0284,1.7399,sc1,3.7683,dur4,0.1528,3.9211,0.2469,4.168,2.0102,6.19,1.5165,51.0,0.0,1056.2,7.7182,1.3402,2.0,1279.2
